"TF","totaltargets","genomeratio","subtargets","subratio","logFC","pval"
"AT5G54230",6540,0.236485264870729,19,0.5,1.08017780121784,0.00040595189684001
"AT3G15170",2763,0.0999096004339179,11,0.289473684210526,1.53473697998451,0.000915938050948471
"AT3G12720",13671,0.494340987163262,29,0.763157894736842,0.626475047342877,0.000958143611225048
"AT3G02940",7559,0.273332128005786,20,0.526315789473684,0.945273629238315,0.00145809300127048
"AT3G50060",16474,0.595696980654493,32,0.842105263157895,0.499421934777656,0.00147101860538376
"AT1G34670",4859,0.175700596637136,15,0.394736842105263,1.16777208665094,0.00185725042164397
"AT5G07680",2581,0.0933285120231423,10,0.263157894736842,1.49553887695309,0.00204076713756948
"AT1G51220",5129,0.185463749774001,15,0.394736842105263,1.0897539477909,0.00253915315481349
"AT1G74650",13683,0.494774905080456,28,0.736842105263158,0.574583174638394,0.00311575580922103
"AT4G18770",4587,0.165865123847406,14,0.368421052631579,1.15134493813534,0.00315320800078959
"AT2G18060",5730,0.207195805460134,15,0.394736842105263,0.929896380123952,0.00803645770450824
"AT1G20980",2263,0.0818296872175014,8,0.210526315789474,1.36330433889281,0.0105938966867259
"AT2G23290",8427,0.304718857349485,19,0.5,0.714449311755732,0.012730783373667
"AT1G16490",12389,0.44798408967637,25,0.657894736842105,0.554409275883392,0.0133398433281523
"AT5G46830",7057,0.255179895136503,17,0.447368421052632,0.809948754756894,0.0138434735096306
"AT5G56110",9796,0.354221659736033,21,0.552631578947368,0.641665572374486,0.0162750124840349
"AT4G36160",10533,0.380871451817031,22,0.578947368421053,0.604128045195089,0.0180581395558125
"AT4G01280",11909,0.43062737298861,9,0.236842105263158,-0.862514444978949,0.0205751940673492
"AT4G17980",11524,0.416705839811969,23,0.605263157894737,0.538533219056844,0.0210920426322514
"AT3G11440",8251,0.298354727897306,18,0.473684210526316,0.66689694405276,0.0215482254491569
"AT1G19000",13311,0.481323449647442,11,0.289473684210526,-0.733574511744382,0.0220443455175771
"AT5G62380",9419,0.340589405170855,20,0.526315789473684,0.627895119016397,0.0244902535906513
"AT5G62320",3665,0.132525763876333,10,0.263157894736842,0.989655820025894,0.0277816329476898
"AT5G67300",11038,0.399132164165612,22,0.578947368421053,0.536565656605304,0.030284468777234
"AT3G10480",8396,0.303597902730067,18,0.473684210526316,0.64176375830986,0.0325517005632027
"AT4G26030",8528,0.308370999819201,18,0.473684210526316,0.619258486842838,0.0342753016802471
"AT3G30210",1853,0.0670041583800398,6,0.157894736842105,1.23664054285359,0.0392889124754838
"AT4G37260",7185,0.259808352919906,16,0.421052631578947,0.696552766815003,0.0394811594728396
"AT1G68200",4363,0.157765322726451,11,0.289473684210526,0.875652068420499,0.0409922523445356
"AT2G46770",10561,0.381883926957151,21,0.552631578947368,0.533183804312363,0.0435295311892126
"AT5G53950",3383,0.122328692822274,9,0.236842105263158,0.953162747808031,0.0435990785686523
"AT5G45580",16996,0.614572410052432,17,0.447368421052632,-0.458119578903245,0.0443020766564357
"AT5G66300",3403,0.123051889350931,9,0.236842105263158,0.944658773637007,0.0446060478460181
"AT3G10113",15664,0.566407521243898,15,0.394736842105263,-0.520949245835474,0.0480111258235048
"AT1G06280",13633,0.492966913758814,25,0.657894736842105,0.416365950087716,0.0507889796206986
"AT1G27730",14675,0.530645452901826,14,0.368421052631579,-0.526392752667471,0.0511473240687034
"AT4G25470",8523,0.308190200687037,6,0.157894736842105,-0.964857908029841,0.0521240803069118
"AT3G15500",6370,0.230338094377147,14,0.368421052631579,0.677602473073643,0.052965147818219
"AT5G13790",2032,0.0734767673115169,6,0.157894736842105,1.10360302210869,0.0571238846368054
"AT2G47070",7015,0.253661182426324,15,0.394736842105263,0.637988415260961,0.0602134579653552
"AT2G24430",5259,0.190164527210269,12,0.315789473684211,0.731714927400167,0.0607395488187938
"AT1G76420",5263,0.190309166516001,12,0.315789473684211,0.730618029388082,0.0608873106180123
"AT3G01530",9730,0.351835111191466,19,0.5,0.507028631934815,0.0622719488063933
"AT3G08500",11065,0.400108479479299,21,0.552631578947368,0.465926800250087,0.0677048824822776
"AT5G52660",11443,0.413776893870909,10,0.263157894736842,-0.65292440814038,0.0696279651789503
"AT2G45410",11954,0.432254565178087,22,0.578947368421053,0.421550999371394,0.0730730647923898
"AT5G47390",12035,0.435183511119147,11,0.289473684210526,-0.588191694564861,0.0736926030972331
"AT1G72010",2427,0.087759898752486,0,0,-Inf,0.0755629829981587
"AT5G17300",17097,0.618224552522148,18,0.473684210526316,-0.384205368460733,0.0934417527722485
"AT5G26170",10181,0.368143192912674,19,0.5,0.441661069030579,0.0952896018759214
"AT1G01060",13356,0.482950641836919,13,0.342105263157895,-0.497435451762321,0.103720985137408
"AT4G05100",2835,0.102513107937082,7,0.184210526315789,0.845547110387713,0.105105306253318
"AT2G26960",2864,0.103561742903634,7,0.184210526315789,0.830864352953051,0.108200889292751
"AT1G46768",1889,0.0683059121316218,0,0,-Inf,0.110518159648675
"AT4G04890",1978,0.0715241366841439,0,0,-Inf,0.110900673210537
"AT3G61150",8282,0.299475682516724,16,0.421052631578947,0.491561720789823,0.111625810333033
"AT3G26620",1361,0.0492135237750859,4,0.105263157894737,1.09687385665571,0.115354916763167
"AT1G65910",6318,0.22845778340264,13,0.342105263157895,0.582512704553919,0.119490125862645
"AT4G00250",9162,0.331296329777617,8,0.210526315789474,-0.654121639358305,0.12363105447188
"AT3G04070",6448,0.233158560838908,13,0.342105263157895,0.553128897772827,0.124386609054546
"AT3G10580",4627,0.167311516904719,10,0.263157894736842,0.653391919481767,0.126086165662642
"AT4G37180",10041,0.363080817212077,9,0.236842105263158,-0.61636512680567,0.128762478300304
"AT3G18400",10209,0.369155668052793,19,0.5,0.437698784917124,0.128918998730798
"AT3G09735",6577,0.237823178448743,13,0.342105263157895,0.52455097136637,0.13088423502198
"AT1G19210",11787,0.426215874163804,21,0.552631578947368,0.37473367775862,0.139436477181443
"AT1G09540",11242,0.40650876875791,20,0.526315789473684,0.372642203472146,0.139848321236336
"AT3G04030",12117,0.438148616886639,12,0.315789473684211,-0.472457222543385,0.143038041272876
"AT3G49530",5243,0.189585969987344,11,0.289473684210526,0.610579996280645,0.143747704618697
"AT1G72740",12911,0.466859519074308,13,0.342105263157895,-0.448548199762749,0.143942646524702
"AT5G06100",14118,0.510504429578738,24,0.631578947368421,0.307039602935405,0.146656903280091
"AT2G22430",7960,0.287832218405352,15,0.394736842105263,0.455663088337208,0.153362358095556
"AT2G46680",8422,0.304538058217321,16,0.421052631578947,0.467378047990606,0.156751960752222
"AT5G46590",8428,0.304755017175918,16,0.421052631578947,0.466350609342394,0.156841497034207
