"TF","totaltargets","genomeratio","subtargets","subratio","logFC","pval"
"AT3G03200",9183,0.332055686132707,14,0.777777777777778,1.22793281197043,0.000138259211211099
"AT4G18770",4587,0.165865123847406,10,0.555555555555556,1.74392062296637,0.000187972848852762
"AT3G27785",3699,0.13375519797505,9,0.5,1.90233313647929,0.000211527231584288
"AT5G46590",8428,0.304755017175918,13,0.722222222222222,1.24479283948476,0.000320256096762894
"AT2G18060",5730,0.207195805460134,10,0.555555555555556,1.42293639140407,0.00121781790809551
"AT2G27300",4907,0.177436268305912,9,0.5,1.49462716553506,0.00179563735327932
"AT5G04410",10001,0.361634424154764,13,0.722222222222222,0.997910796461524,0.00234170199274063
"AT1G65910",6318,0.22845778340264,10,0.555555555555556,1.28200359330146,0.00267761724315205
"AT5G58850",7641,0.276297233773278,11,0.611111111111111,1.14521359380292,0.0030053725974481
"AT5G54230",6540,0.236485264870729,10,0.555555555555556,1.23218089466289,0.00351793460824953
"AT5G62380",9419,0.340589405170855,12,0.666666666666667,0.968932036851464,0.00534910106801701
"AT2G46770",10561,0.381883926957151,13,0.722222222222222,0.919308611675968,0.00568566451586754
"AT1G79580",15995,0.578376423793166,16,0.888888888888889,0.619994348157938,0.00735561634641802
"AT2G26960",2864,0.103561742903634,6,0.333333333333333,1.68647444361788,0.00761074259036361
"AT3G10480",8396,0.303597902730067,11,0.611111111111111,1.00927288750612,0.00819542982748669
"AT1G12260",8416,0.304321099258724,11,0.611111111111111,1.00584034950597,0.00830282884249928
"AT1G79180",2353,0.0850840715964563,5,0.277777777777778,1.70697020982404,0.014888872898268
"AT4G36160",10533,0.380871451817031,12,0.666666666666667,0.807661439280221,0.0153863941235602
"AT1G78700",4366,0.157873802205749,7,0.388888888888889,1.30058622722779,0.0155337204024025
"AT5G66300",3403,0.123051889350931,6,0.333333333333333,1.43769878491712,0.0172674110757131
"AT1G06280",13633,0.492966913758814,14,0.777777777777778,0.657867194371869,0.0177627284717738
"AT5G64060",4624,0.16720303742542,7,0.388888888888889,1.2177569597179,0.0209857291754327
"AT1G29280",10214,0.369336467184957,2,0.111111111111111,-1.73293262355144,0.0260045805261478
"AT3G14180",4937,0.178521063098897,7,0.388888888888889,1.12326371247748,0.0293367214917627
"AT4G36780",4944,0.178774181883927,7,0.388888888888889,1.1212196143142,0.0295470923450181
"AT5G50670",1061,0.0383655758452359,3,0.166666666666667,2.11908127996737,0.0299268451163145
"AT1G09540",11242,0.40650876875791,12,0.666666666666667,0.713679121307213,0.03038790395005
"AT3G28920",14118,0.510504429578738,14,0.777777777777778,0.607434536273126,0.0315337202258279
"AT4G01680",8273,0.299150244078828,10,0.555555555555556,0.893060948233841,0.0350012529349426
"AT4G26030",8528,0.308370999819201,10,0.555555555555556,0.849264092289161,0.0372941169450061
"AT1G54330",6180,0.223467727354909,8,0.444444444444444,0.991936597369236,0.0414187127441794
"AT1G03800",4168,0.150714156572048,6,0.333333333333333,1.14515065860363,0.0427614712582754
"AT1G24250",2109,0.0762610739468451,4,0.222222222222222,1.54298434036728,0.0436037167871131
"AT3G18400",10209,0.369155668052793,11,0.611111111111111,0.727205402112109,0.0479745847797646
"AT3G50060",16474,0.595696980654493,15,0.833333333333333,0.484315042387447,0.0524575657695278
"AT4G17980",11524,0.416705839811969,12,0.666666666666667,0.677936275722261,0.0524979674680263
"AT1G75240",13403,0.484650153679262,13,0.722222222222222,0.575499102792868,0.0576223301526214
"AT3G12720",13671,0.494340987163262,13,0.722222222222222,0.54693628235767,0.0608927152734601
"AT1G74650",13683,0.494774905080456,13,0.722222222222222,0.545670482723155,0.0610777981917945
"AT2G24430",5259,0.190164527210269,7,0.388888888888889,1.03210986073789,0.0626145225095744
"AT1G06180",2422,0.0875790996203218,4,0.222222222222222,1.34334457046665,0.0666199660426015
"AT2G32460",8202,0.296582896402097,9,0.5,0.753492693276073,0.0709882115606784
"AT1G76890",8416,0.304321099258724,9,0.5,0.716333732310983,0.0776691120881235
"AT4G18880",717,0.0259265955523413,2,0.111111111111111,2.09949841145907,0.0781761785903489
