"TF","totaltargets","genomeratio","subtargets","subratio","logFC","pval"
"AT3G20770",1118,0.0404266859519074,10,0.344827586206897,3.09249534851989,1.14899763319395e-07
"AT3G10580",4627,0.167311516904719,15,0.517241379310345,1.62830093851894,1.62536218911984e-05
"AT2G38470",4471,0.161670583981197,13,0.448275862068966,1.47132961407416,0.000264679313568669
"AT2G40740",7217,0.260965467365757,17,0.586206896551724,1.16755102830034,0.000370511958541759
"AT2G26960",2864,0.103561742903634,10,0.344827586206897,1.73538404409882,0.000441598484218015
"AT1G80840",6131,0.2216958958597,15,0.517241379310345,1.22225563277547,0.000469116356634176
"AT3G50060",16474,0.595696980654493,26,0.896551724137931,0.589808171234761,0.000519058221241507
"AT5G58850",7641,0.276297233773278,17,0.586206896551724,1.0851888227307,0.000536429642421725
"AT1G14687",12176,0.440282046646176,22,0.758620689655172,0.784950701609468,0.000606000229393234
"AT4G26640",2017,0.0729343699150244,8,0.275862068965517,1.91927635786275,0.000852520063672282
"AT4G22070",3122,0.112890978123305,10,0.344827586206897,1.61094499938517,0.000878231617261008
"AT3G21890",11208,0.405279334659194,21,0.724137931034483,0.837347908823656,0.000898819664827099
"AT4G37260",7185,0.259808352919906,16,0.551724137931034,1.08649928513102,0.000951053686299795
"AT3G42860",2167,0.0783583438799494,8,0.275862068965517,1.81578828838204,0.00136082663088556
"AT5G47370",8255,0.298499367203037,17,0.586206896551724,0.973682067925437,0.0016558425557936
"AT5G11510",1732,0.062628819381667,7,0.241379310344828,1.94640343380659,0.00172981358616432
"AT2G23290",8427,0.304718857349485,17,0.586206896551724,0.943931157878499,0.0019086495865689
"AT5G65410",15259,0.551762791538601,24,0.827586206896552,0.584861429532215,0.00245445424953839
"AT5G66940",15781,0.570638220936539,24,0.827586206896552,0.536333219651562,0.00454125155162905
"AT5G47660",9003,0.325546917374797,17,0.586206896551724,0.848544463406608,0.00462813079073018
"AT1G01720",7615,0.275357078286024,15,0.517241379310345,0.909534000709581,0.00600117322181156
"AT3G15170",2763,0.0999096004339179,8,0.275862068965517,1.46525187966322,0.00621271572537667
